Zipcode,Latitude,Longitude,QHumid,STemp,PSurf
77002,29.75635,-95.36538,0.017552807927131653,6.3090386390686035,101353.9375
77003,29.74961,-95.34521,0.018120869994163513,6.3001708984375,101431.1875
77004,29.72477,-95.36498,0.018120869994163513,6.3151702880859375,101431.1875
77005,29.71824,-95.42413,0.018120869994163513,6.171855449676514,101431.1875
77006,29.74086,-95.39126,0.018120869994163513,6.275888442993164,101431.1875
77007,29.77152,-95.40919,0.017552807927131653,6.226362228393555,101353.9375
77008,29.79856,-95.41766,0.017552807927131653,6.223710060119629,101353.9375
77009,29.79499,-95.36758,0.017552807927131653,6.186929702758789,101353.9375
77010,29.75368,-95.35987,0.017552807927131653,6.3090386390686035,101353.9375
77011,29.743,-95.30785,0.018120869994163513,6.259274482727051,101431.1875
77012,29.71904,-95.27449,0.018120869994163513,6.296882152557373,101431.1875
77013,29.79516,-95.23895,0.018353870138525963,6.096742630004883,101446.90625
77014,29.98025,-95.46363,0.017552807927131653,6.174748420715332,101353.9375
77015,29.76485,-95.17216,0.018353870138525963,6.190339088439941,101446.90625
77016,29.86147,-95.29951,0.017552807927131653,6.177672386169434,101353.9375
77017,29.69153,-95.25093,0.018120869994163513,6.174874782562256,101431.1875
77018,29.82703,-95.42571,0.017552807927131653,6.259408473968506,101353.9375
77019,29.75318,-95.41212,0.017552807927131653,6.196010112762451,101353.9375
77020,29.76842,-95.30878,0.017552807927131653,6.1462554931640625,101353.9375
77021,29.69713,-95.35751,0.018120869994163513,6.247602939605713,101431.1875
77022,29.8306,-95.3768,0.017552807927131653,6.211999416351318,101353.9375
77023,29.7216,-95.31827,0.018120869994163513,6.315157413482666,101431.1875
77024,29.77073,-95.50869,0.017903786152601242,6.181210041046143,101187.078125
77025,29.68584,-95.43512,0.018120869994163513,6.193297386169434,101431.1875
77026,29.80013,-95.32934,0.017552807927131653,6.2012715339660645,101353.9375
77027,29.73919,-95.44609,0.018120869994163513,6.3334784507751465,101431.1875
77028,29.82471,-95.28668,0.017552807927131653,6.175989627838135,101353.9375
77029,29.76382,-95.26326,0.017552807927131653,6.163090229034424,101353.9375
77030,29.70597,-95.40253,0.018120869994163513,6.347997665405273,101431.1875
77031,29.65434,-95.54622,0.018369760364294052,6.205881595611572,101314.109375
77032,29.96523,-95.34004,0.017552807927131653,6.202707290649414,101353.9375
77033,29.66801,-95.33801,0.018120869994163513,6.237964630126953,101431.1875
77034,29.61522,-95.19237,0.01760612055659294,6.2117509841918945,101523.65625
77035,29.65269,-95.47688,0.018120869994163513,6.211841106414795,101431.1875
77036,29.70119,-95.53659,0.018369760364294052,6.238770484924316,101314.109375
77037,29.8918,-95.39438,0.017552807927131653,6.20105504989624,101353.9375
77038,29.91906,-95.44121,0.017552807927131653,6.177392482757568,101353.9375
77039,29.90923,-95.34137,0.017552807927131653,6.224120140075684,101353.9375
77040,29.87539,-95.52861,0.017903786152601242,6.178136825561523,101187.078125
77041,29.86203,-95.58187,0.017903786152601242,6.208817005157471,101187.078125
77042,29.74125,-95.56015,0.018369760364294052,6.212109565734863,101314.109375
77043,29.8112,-95.57981,0.017903786152601242,6.079178333282471,101187.078125
77044,29.89808,-95.17685,0.018353870138525963,6.118448257446289,101446.90625
77045,29.63634,-95.43279,0.018120869994163513,6.351912975311279,101431.1875
77046,29.73438,-95.43301,0.018120869994163513,6.21629524230957,101431.1875
77047,29.60843,-95.38662,0.018120869994163513,6.203441619873047,101431.1875
77048,29.62154,-95.32986,0.018120869994163513,6.214184761047363,101431.1875
77049,29.83417,-95.14827,0.018353870138525963,6.160093307495117,101446.90625
77050,29.90286,-95.27013,0.017552807927131653,6.125757217407227,101353.9375
77051,29.65586,-95.38023,0.018120869994163513,6.295846939086914,101431.1875
77053,29.58549,-95.45991,0.018120869994163513,6.183645725250244,101431.1875
77054,29.68102,-95.40424,0.018120869994163513,6.219979286193848,101431.1875
77055,29.79757,-95.4928,0.017552807927131653,6.179184436798096,101353.9375
77056,29.74849,-95.46806,0.018120869994163513,6.209831714630127,101431.1875
77057,29.74522,-95.48885,0.018120869994163513,6.179936408996582,101431.1875
77058,29.56297,-95.09303,0.01760612055659294,6.149919509887695,101523.65625
77059,29.60929,-95.12417,0.01760612055659294,6.180919170379639,101523.65625
77060,29.93567,-95.39697,0.017552807927131653,6.2794928550720215,101353.9375
77061,29.65436,-95.28481,0.018120869994163513,6.204403877258301,101431.1875
77062,29.57584,-95.13406,0.01760612055659294,6.21364688873291,101523.65625
77063,29.7356,-95.52157,0.018369760364294052,6.20947790145874,101314.109375
77064,29.92279,-95.5467,0.017903786152601242,6.173830986022949,101187.078125
77065,29.92673,-95.60324,0.017903786152601242,6.183538436889648,101187.078125
77066,29.95714,-95.50277,0.017903786152601242,6.223077774047852,101187.078125
77067,29.95283,-95.44719,0.017552807927131653,6.200873374938965,101353.9375
77068,30.00628,-95.48694,0.017485985532402992,6.182799816131592,101174.109375
77069,29.98631,-95.52398,0.017903786152601242,6.1454267501831055,101187.078125
77070,29.97783,-95.57377,0.017903786152601242,6.37984037399292,101187.078125
77071,29.65265,-95.52046,0.018369760364294052,6.180274963378906,101314.109375
77072,29.70006,-95.58539,0.018369760364294052,6.2349853515625,101314.109375
77073,29.99849,-95.39804,0.017552807927131653,6.180566787719727,101353.9375
77074,29.68821,-95.51633,0.018369760364294052,6.193873882293701,101314.109375
77075,29.62119,-95.26749,0.018120869994163513,6.220849990844727,101431.1875
77076,29.86002,-95.38328,0.017552807927131653,6.2786030769348145,101353.9375
77077,29.75375,-95.64189,0.017903786152601242,6.120351791381836,101187.078125
77078,29.8529,-95.25089,0.017552807927131653,6.161980628967285,101353.9375
77079,29.77632,-95.6037,0.017903786152601242,6.19167947769165,101187.078125
77080,29.81662,-95.52375,0.017903786152601242,6.208446979522705,101187.078125
77081,29.71219,-95.48026,0.018120869994163513,6.228545665740967,101431.1875
77082,29.72383,-95.6414,0.018369760364294052,6.213123798370361,101314.109375
77083,29.69316,-95.64858,0.018369760364294052,6.226078987121582,101314.109375
77084,29.82698,-95.6612,0.017903786152601242,6.1559529304504395,101187.078125
77085,29.62465,-95.48411,0.018120869994163513,6.194503307342529,101431.1875
77086,29.9186,-95.49064,0.017552807927131653,6.227822780609131,101353.9375
77087,29.68631,-95.3034,0.018120869994163513,6.242291450500488,101431.1875
77088,29.88148,-95.45316,0.017552807927131653,6.16139554977417,101353.9375
77089,29.58698,-95.2257,0.01760612055659294,6.243861675262451,101523.65625
77090,30.00845,-95.44317,0.017485985532402992,6.13823938369751,101174.109375
77091,29.85382,-95.43969,0.017552807927131653,6.298659324645996,101353.9375
77092,29.83153,-95.47521,0.017552807927131653,6.170226097106934,101353.9375
77093,29.8623,-95.34097,0.017552807927131653,6.192899703979492,101353.9375
77094,29.7738,-95.69955,0.017903786152601242,6.150468349456787,101187.078125
77095,29.90834,-95.65492,0.017903786152601242,6.183538913726807,101187.078125
77096,29.67464,-95.47965,0.018120869994163513,6.21359395980835,101431.1875
77098,29.73482,-95.41526,0.018120869994163513,6.184555530548096,101431.1875
77099,29.67067,-95.58485,0.018369760364294052,6.215470790863037,101314.109375
77587,29.66067,-95.22872,0.01760612055659294,6.243943214416504,101523.65625
